city_id,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp (Kelvin),Max Temp (F),Wind Speed
536466,Lebyazhye,0,RU,1559660280,30,59.96,29.42,301.48,82.99400000000007,7.0
2123814,Leningradskiy,100,RU,1559660280,88,69.38,178.42,277.322,39.50960000000005,3.23
2644605,Lerwick,20,GB,1559660202,76,60.15,-1.15,284.15,51.8,6.7
3196652,Lesce,40,SI,1559660281,57,46.36,14.15,303.15,86.0,4.1
535839,Leshukonskoye,97,RU,1559660281,41,64.9,45.76,287.622,58.04960000000007,2.51
2036069,Linjiang,99,CN,1559660282,95,41.81,126.91,285.022,53.36960000000003,1.25
2644037,Llangefni,90,GB,1559660282,87,53.26,-4.31,288.15,59.0,4.1
5367788,Lompoc,90,US,1559660283,93,34.64,-120.46,287.59,57.992,1.5
2729907,Longyearbyen,75,NO,1559660283,64,78.22,15.63,276.15,37.4,1.5
2092164,Lorengau,100,PG,1559660283,86,-2.02,147.27,299.422,79.28960000000009,2.1
533933,Lovozero,100,RU,1559660284,86,68.01,35.02,280.522,45.269600000000025,5.85
876177,Luau,23,CD,1559660285,26,-10.7,22.23,299.622,79.64960000000006,2.5
145724,Lucapa,17,AO,1559660285,19,-8.42,20.74,302.522,84.86960000000002,2.84
2020689,Luchegorsk,54,RU,1559660285,84,46.44,134.3,285.522,54.269600000000025,1.5
3355672,Luderitz,0,NA,1559660286,72,-26.65,15.16,288.15,59.0,5.1
604490,Lulea,75,SE,1559660157,87,65.58,22.15,285.15,53.6,2.6
533284,Lunino,0,RU,1559660286,67,53.59,45.22,290.822,63.809600000000046,2.48
3377301,Mabaruma,22,GY,1559660287,87,8.2,-59.78,300.622,81.44960000000006,2.22
3395981,Maceio,40,BR,1559660287,54,-9.67,-35.74,301.15,82.4,2.1
2091996,Madang,100,PG,1559660287,99,-5.21,145.81,294.122,69.74960000000007,0.46
4299670,Madisonville,1,US,1559660288,56,37.33,-87.5,295.37,71.99600000000005,2.6
6064180,Magog,90,CA,1559660270,62,45.27,-72.15,289.82,62.00600000000003,3.1
1062553,Mahanoro,35,MG,1559660288,96,-19.9,48.8,292.522,66.86960000000002,0.95
934322,Mahebourg,40,MU,1559660289,60,-20.41,57.7,296.15,73.4,8.2
2441447,Maine-Soroa,62,NE,1559660289,11,13.21,12.02,316.422,109.88960000000009,4.24
608872,Makat,100,KZ,1559660289,29,47.65,53.35,300.022,80.36960000000002,10.23
1263942,Manavalakurichi,40,IN,1559660290,83,8.13,77.3,302.15,84.2,2.6
167357,Manbij,75,SY,1559660291,31,36.53,37.96,304.26,87.99800000000002,6.7
3421982,Maniitsoq,0,GL,1559660291,47,65.42,-52.9,282.422,48.689600000000084,4.1
2067089,Maningrida,100,AU,1559660291,58,-12.05,134.23,294.122,69.74960000000007,6.38
1636308,Manokwari,86,ID,1559660292,76,-0.87,134.08,297.022,74.96960000000003,1.05
685981,Manta,87,RO,1559660292,71,45.1,24.1,293.022,67.76960000000003,4.46
3863379,Mar del Plata,100,AR,1559660292,50,-46.43,-67.52,285.722,54.6296,7.7
3395458,Maragogi,18,BR,1559660293,70,-9.01,-35.22,301.422,82.88960000000009,4.28
2158744,Margate,20,AU,1559660294,75,-43.03,147.26,279.82,44.00600000000003,2.6
2514073,Martos,0,ES,1559660256,15,37.72,-3.97,305.15,89.6,5.7
3948642,Matara,75,PE,1559660294,49,-13.74,-72.9,282.15,48.2,2.52
6201424,Mataura,89,NZ,1559660294,87,-46.19,168.86,278.522,41.669600000000024,3.28
3867427,Mayor Pablo Lagerenza,0,PY,1559660295,54,-19.93,-60.77,296.922,74.78960000000009,1.45
